6422 130254
24 1344 -7.019296653715045
24 1358 -7.019296653715045
24 1360 -7.019296653715045
24 1368 -7.019296653715045
24 1373 -7.019296653715045
24 1382 -7.019296653715045
24 1392 -5.633002292595154
24 1430 -5.227537184486989
24 1435 -7.019296653715045
24 1449 -7.019296653715045
24 1465 -7.019296653715045
24 1477 -6.326149473155099
24 1483 -6.326149473155099
24 1485 -7.019296653715045
24 1493 -6.326149473155099
24 1536 -7.019296653715045
24 1551 -7.019296653715045
24 1555 -6.326149473155099
24 1561 -6.326149473155099
24 1566 -6.326149473155099
24 1586 -7.019296653715045
24 1599 -7.019296653715045
24 1602 -7.019296653715045
24 1610 -7.019296653715045
24 1611 -5.920684365046935
24 1616 -5.920684365046935
24 1624 -6.326149473155099
24 1630 -7.019296653715045
24 1635 -6.326149473155099
24 1651 -7.019296653715045
24 1655 -7.019296653715045
24 1679 -7.019296653715045
24 1688 -7.019296653715045
24 1712 -5.073386504659731
24 1749 -7.019296653715045
24 1762 -7.019296653715045
24 1772 -6.326149473155099
24 1785 -6.326149473155099
24 1793 -7.019296653715045
24 1799 -6.326149473155099
24 1815 -7.019296653715045
24 1829 -7.019296653715045
24 1835 -6.326149473155099
24 1837 -5.920684365046935
24 1849 -7.019296653715045
24 1855 -7.019296653715045
24 1876 -7.019296653715045
24 1881 -5.920684365046935
24 1898 -7.019296653715045
24 1941 -7.019296653715045
24 1942 -5.633002292595154
24 1951 -6.326149473155099
24 1966 -6.326149473155099
24 1976 -7.019296653715045
24 1977 -5.920684365046935
24 1995 -4.023564380161053
24 2015 -6.326149473155099
24 2036 -7.019296653715045
24 2052 -6.326149473155099
24 2068 -7.019296653715045
24 2075 -7.019296653715045
24 2098 -5.073386504659731
24 2117 -6.326149473155099
24 2125 -7.019296653715045
24 2139 -7.019296653715045
24 2172 -7.019296653715045
24 2186 -7.019296653715045
24 2218 -7.019296653715045
24 2242 -5.633002292595154
24 2267 -7.019296653715045
24 2278 -7.019296653715045
24 2302 -6.326149473155099
24 2311 -7.019296653715045
24 2313 -7.019296653715045
24 2325 -7.019296653715045
24 2353 -7.019296653715045
24 2377 -7.019296653715045
24 2410 -7.019296653715045
24 2420 -7.019296653715045
24 2434 -7.019296653715045
24 2437 -7.019296653715045
24 2482 -7.019296653715045
24 2497 -7.019296653715045
24 2501 -7.019296653715045
24 2520 -7.019296653715045
24 2544 -7.019296653715045
24 2553 -7.019296653715045
24 2564 -5.920684365046935
24 2574 -6.326149473155099
24 2578 -5.633002292595154
24 2618 -7.019296653715045
24 2619 -7.019296653715045
24 2676 -7.019296653715045
24 2687 -7.019296653715045
24 2701 -7.019296653715045
24 2761 -7.019296653715045
24 2769 -7.019296653715045
24 2772 -7.019296653715045
24 2775 -7.019296653715045
24 2782 -7.019296653715045
24 2785 -7.019296653715045
24 2817 -5.920684365046935
24 2877 -7.019296653715045
24 2879 -6.326149473155099
24 2890 -7.019296653715045
24 2892 -7.019296653715045
24 2902 -7.019296653715045
24 2939 -6.326149473155099
24 2950 -5.920684365046935
24 2981 -6.326149473155099
24 2993 -7.019296653715045
24 3058 -7.019296653715045
24 3059 -7.019296653715045
24 3063 -7.019296653715045
24 3068 -7.019296653715045
24 3070 -7.019296653715045
24 3071 -6.326149473155099
24 3076 -7.019296653715045
24 3113 -7.019296653715045
24 3134 -6.326149473155099
24 3143 -7.019296653715045
24 3156 -6.326149473155099
24 3158 -7.019296653715045
24 3175 -7.019296653715045
24 3178 -7.019296653715045
24 3181 -7.019296653715045
24 3184 -7.019296653715045
24 3212 -7.019296653715045
24 3245 -7.019296653715045
24 3258 -5.633002292595154
24 3266 -7.019296653715045
24 3309 -6.326149473155099
24 3322 -7.019296653715045
24 3347 -7.019296653715045
24 3368 -7.019296653715045
24 3389 -7.019296653715045
24 3453 -7.019296653715045
24 3469 -7.019296653715045
24 3475 -6.326149473155099
24 3541 -6.326149473155099
24 3555 -7.019296653715045
24 3565 -7.019296653715045
24 3571 -7.019296653715045
24 3585 -7.019296653715045
24 3586 -7.019296653715045
24 3590 -7.019296653715045
24 3602 -7.019296653715045
24 3610 -7.019296653715045
24 3647 -7.019296653715045
24 3648 -7.019296653715045
24 3659 -7.019296653715045
24 3665 -7.019296653715045
24 3689 -7.019296653715045
24 3706 -7.019296653715045
24 3742 -7.019296653715045
24 3743 -7.019296653715045
24 3746 -6.326149473155099
24 3780 -7.019296653715045
24 3795 -6.326149473155099
24 3800 -7.019296653715045
24 3807 -7.019296653715045
24 3813 -7.019296653715045
24 3822 -7.019296653715045
24 3828 -7.019296653715045
24 3830 -7.019296653715045
24 3875 -6.326149473155099
24 3926 -7.019296653715045
24 3945 -7.019296653715045
24 3956 -7.019296653715045
24 3962 -7.019296653715045
24 3968 -7.019296653715045
24 3988 -6.326149473155099
24 3991 -7.019296653715045
24 4013 -7.019296653715045
24 4014 -7.019296653715045
24 4051 -6.326149473155099
24 4068 -5.920684365046935
24 4117 -7.019296653715045
24 4130 -7.019296653715045
24 4135 -7.019296653715045
24 4164 -5.920684365046935
24 4190 -5.920684365046935
24 4198 -7.019296653715045
24 4209 -7.019296653715045
24 4221 -7.019296653715045
24 4232 -7.019296653715045
24 4255 -7.019296653715045
24 4283 -7.019296653715045
24 4284 -7.019296653715045
24 4304 -7.019296653715045
24 4322 -7.019296653715045
24 4339 -6.326149473155099
24 4350 -7.019296653715045
24 4351 -7.019296653715045
24 4379 -7.019296653715045
24 4385 -7.019296653715045
24 4408 -7.019296653715045
24 4410 -7.019296653715045
24 4454 -7.019296653715045
24 4553 -7.019296653715045
24 4609 -7.019296653715045
24 4726 -7.019296653715045
24 4792 -7.019296653715045
24 4794 -7.019296653715045
24 4844 -7.019296653715045
24 4854 -7.019296653715045
24 4869 -7.019296653715045
24 4874 -7.019296653715045
24 4912 -7.019296653715045
24 4914 -7.019296653715045
24 4927 -7.019296653715045
24 4936 -7.019296653715045
24 4954 -7.019296653715045
24 4998 -7.019296653715045
24 5007 -7.019296653715045
24 5028 -7.019296653715045
24 5055 -7.019296653715045
24 5069 -7.019296653715045
24 5116 -7.019296653715045
24 5202 -7.019296653715045
24 5253 -7.019296653715045
24 5274 -7.019296653715045
24 5276 -7.019296653715045
24 5305 -7.019296653715045
24 5327 -7.019296653715045
24 5367 -7.019296653715045
24 5373 -7.019296653715045
24 5435 -7.019296653715045
24 5450 -7.019296653715045
24 5451 -7.019296653715045
24 5466 -7.019296653715045
24 5617 -7.019296653715045
24 5655 -7.019296653715045
24 5697 -7.019296653715045
24 5705 -7.019296653715045
24 5707 -7.019296653715045
24 5718 -7.019296653715045
24 5719 -7.019296653715045
24 5743 -7.019296653715045
24 5845 -7.019296653715045
24 5858 -7.019296653715045
24 5867 -6.326149473155099
24 5926 -6.326149473155099
24 5973 -7.019296653715045
24 5980 -7.019296653715045
24 6006 -7.019296653715045
24 6030 -7.019296653715045
24 6054 -7.019296653715045
24 6062 -7.019296653715045
24 6079 -7.019296653715045
24 6085 -7.019296653715045
24 6103 -7.019296653715045
24 6309 -7.019296653715045
24 6322 -7.019296653715045
24 6323 -7.019296653715045
24 6416 -7.019296653715045
25 20 -0.717839793150317
25 27 -3.020424886144363
25 54 -3.713572066704308
25 66 -1.228665416916308
25 70 -3.713572066704308
25 168 -3.713572066704308
25 219 -3.713572066704308
25 262 -3.713572066704308
25 3207 -3.713572066704308
25 5204 -3.713572066704308
26 1 -3.713572066704308
26 3 -3.713572066704308
26 14 -1.228665416916308
26 15 -3.713572066704308
26 18 -3.713572066704308
26 20 -3.020424886144363
26 27 -1.921812597476253
26 36 -3.713572066704308
26 49 -3.713572066704308
26 66 -3.020424886144363
26 77 -3.713572066704308
26 84 -3.713572066704308
26 104 -3.713572066704308
26 117 -3.713572066704308
26 299 -3.713572066704308
26 316 -3.713572066704308
26 394 -3.020424886144363
26 463 -3.713572066704308
26 609 -3.713572066704308
26 1036 -3.713572066704308
26 2862 -3.713572066704308
26 3598 -3.713572066704308
27 0 -8.416267272826277
27 1 -4.445975359274155
27 3 -6.336825731146441
27 4 -5.084062762651073
27 6 -4.587625876337182
27 8 -3.385829351433841
27 9 -7.317654984158168
27 10 -5.084062762651073
27 15 -5.420534999272286
27 18 -4.390915582091128
27 20 -6.470357123770963
27 21 -7.317654984158168
27 23 -8.416267272826277
27 24 -7.317654984158168
27 28 -6.806829360392176
27 31 -3.103061293784489
27 35 -5.931360623038277
27 36 -8.416267272826277
27 37 -5.120430406821947
27 38 -4.241880002930640
27 39 -7.723120092266331
27 42 -5.280773056897127
27 43 -7.029972911706386
27 44 -5.851317915364740
27 45 -8.416267272826277
27 49 -3.304279484469733
27 53 -7.723120092266331
27 54 -5.931360623038277
27 55 -7.723120092266331
27 56 -5.238213442478331
27 57 -8.416267272826277
27 58 -2.497373418553130
27 59 -4.524446974715651
27 60 -8.416267272826277
27 61 -3.851919081358441
27 62 -7.723120092266331
27 63 -1.660498350842021
27 65 -5.420534999272286
27 66 -4.950531370026551
27 68 -8.416267272826277
27 69 -7.723120092266331
27 70 -4.098779159289967
27 74 -5.777209943211019
27 75 -4.832748334370167
27 79 -5.777209943211019
27 80 -5.931360623038277
27 81 -3.148409113762949
27 83 -2.919099047533075
27 84 -8.416267272826277
27 85 -6.113682179832232
27 86 -4.125807831677886
27 87 -8.416267272826277
27 88 -8.416267272826277
27 91 -6.470357123770963
27 94 -6.018372000027906
27 95 -7.029972911706386
27 97 -5.708217071724067
27 99 -5.931360623038277
27 101 -7.317654984158168
27 105 -7.029972911706386
27 106 -7.317654984158168
27 107 -2.799496175159706
27 113 -6.624507803598222
27 115 -8.416267272826277
27 117 -6.018372000027906
27 124 -7.317654984158168
27 127 -8.416267272826277
27 129 -5.525895514930112
27 133 -8.416267272826277
27 137 -6.806829360392176
27 140 -8.416267272826277
27 142 -5.280773056897127
27 144 -5.420534999272286
27 146 -6.219042695490058
27 149 -7.723120092266331
27 154 -6.624507803598222
27 155 -8.416267272826277
27 156 -5.643678550586496
27 157 -7.317654984158168
27 168 -7.317654984158168
27 175 -4.860919211336864
27 176 -7.723120092266331
27 180 -8.416267272826277
27 183 -6.336825731146441
27 184 -6.806829360392176
27 198 -8.416267272826277
27 200 -7.317654984158168
27 201 -4.427283226262002
27 205 -7.723120092266331
27 207 -4.226612530799851
27 212 -7.317654984158168
27 213 -8.416267272826277
27 214 -8.416267272826277
27 218 -7.723120092266331
27 219 -5.583053928770060
27 220 -7.317654984158168
27 221 -6.806829360392176
27 223 -8.416267272826277
27 224 -6.470357123770963
27 231 -3.894478695777237
27 235 -4.778681113099891
27 239 -8.416267272826277
27 247 -6.219042695490058
27 250 -7.317654984158168
27 253 -8.416267272826277
27 255 -7.029972911706386
27 257 -5.583053928770060
27 260 -8.416267272826277
27 265 -8.416267272826277
27 266 -8.416267272826277
27 276 -6.806829360392176
27 280 -8.416267272826277
27 285 -6.470357123770963
27 291 -8.416267272826277
27 294 -7.029972911706386
27 296 -7.317654984158168
27 300 -7.029972911706386
27 302 -7.317654984158168
27 303 -4.678597654542909
27 315 -7.723120092266331
27 333 -7.723120092266331
27 338 -8.416267272826277
27 340 -7.029972911706386
27 344 -6.806829360392176
27 346 -5.048971442839803
27 349 -8.416267272826277
27 353 -8.416267272826277
27 362 -4.778681113099891
27 368 -8.416267272826277
27 369 -3.791294459542006
27 375 -8.416267272826277
27 376 -7.317654984158168
27 381 -8.416267272826277
27 392 -6.219042695490058
27 410 -8.416267272826277
27 443 -6.470357123770963
27 445 -8.416267272826277
27 453 -6.336825731146441
27 462 -7.723120092266331
27 463 -7.317654984158168
27 469 -8.416267272826277
27 481 -8.416267272826277
27 484 -7.317654984158168
27 485 -8.416267272826277
27 489 -8.416267272826277
27 503 -6.219042695490058
27 519 -8.416267272826277
27 520 -6.624507803598222
27 539 -8.416267272826277
27 541 -8.416267272826277
27 555 -6.470357123770963
27 559 -8.416267272826277
27 561 -8.416267272826277
27 603 -8.416267272826277
27 639 -8.416267272826277
27 643 -8.416267272826277
27 644 -8.416267272826277
27 647 -5.583053928770060
27 656 -8.416267272826277
27 658 -6.806829360392176
27 670 -8.416267272826277
27 676 -8.416267272826277
27 683 -7.317654984158168
27 694 -7.317654984158168
27 695 -8.416267272826277
27 696 -4.889906748210115
27 704 -7.317654984158168
27 706 -8.416267272826277
27 707 -8.416267272826277
27 709 -8.416267272826277
27 728 -8.416267272826277
27 764 -8.416267272826277
27 779 -8.416267272826277
27 782 -8.416267272826277
27 791 -8.416267272826277
27 792 -7.723120092266331
27 794 -7.723120092266331
27 800 -7.723120092266331
27 821 -7.723120092266331
27 830 -8.416267272826277
27 856 -8.416267272826277
27 873 -8.416267272826277
27 887 -8.416267272826277
27 888 -8.416267272826277
27 902 -8.416267272826277
27 912 -8.416267272826277
27 963 -7.723120092266331
27 971 -8.416267272826277
27 975 -8.416267272826277
27 979 -8.416267272826277
27 995 -8.416267272826277
27 1007 -8.416267272826277
27 1019 -8.416267272826277
27 1047 -8.416267272826277
27 1059 -7.723120092266331
27 1065 -8.416267272826277
27 1079 -8.416267272826277
27 1088 -6.806829360392176
27 1090 -7.029972911706386
27 1096 -8.416267272826277
27 1107 -6.470357123770963
27 1108 -8.416267272826277
27 1116 -8.416267272826277
27 1136 -8.416267272826277
27 1139 -8.416267272826277
27 1140 -7.317654984158168
27 1146 -7.723120092266331
27 1162 -8.416267272826277
27 1163 -8.416267272826277
27 1167 -7.723120092266331
27 1187 -8.416267272826277
27 1192 -7.723120092266331
27 1199 -8.416267272826277
27 1223 -8.416267272826277
27 1236 -8.416267272826277
27 1240 -8.416267272826277
27 1243 -8.416267272826277
27 1248 -8.416267272826277
27 1273 -8.416267272826277
27 1294 -8.416267272826277
27 1297 -8.416267272826277
27 1303 -8.416267272826277
27 1326 -6.018372000027906
27 1373 -7.029972911706386
27 1399 -8.416267272826277
27 1402 -7.723120092266331
27 1476 -6.624507803598222
27 1484 -8.416267272826277
27 1572 -8.416267272826277
27 1586 -8.416267272826277
27 1587 -7.723120092266331
27 1592 -8.416267272826277
27 1613 -8.416267272826277
27 1614 -8.416267272826277
27 1619 -8.416267272826277
27 1635 -8.416267272826277
27 1703 -7.723120092266331
27 1747 -8.416267272826277
27 1776 -7.317654984158168
27 1845 -8.416267272826277
27 1855 -8.416267272826277
27 1970 -8.416267272826277
27 2048 -7.317654984158168
27 2136 -7.317654984158168
27 2200 -7.723120092266331
27 2211 -8.416267272826277
27 2274 -8.416267272826277
27 2327 -7.723120092266331
27 2386 -8.416267272826277
27 2423 -7.723120092266331
27 2524 -8.416267272826277
27 2537 -7.723120092266331
27 2539 -8.416267272826277
27 2547 -7.317654984158168
27 2588 -8.416267272826277
27 2705 -7.723120092266331
27 2728 -7.723120092266331
27 2815 -8.416267272826277
27 2924 -6.336825731146441
27 3019 -8.416267272826277
27 3044 -8.416267272826277
27 3126 -8.416267272826277
27 3226 -8.416267272826277
27 3353 -8.416267272826277
27 3475 -8.416267272826277
27 3567 -8.416267272826277
27 3598 -7.723120092266331
27 3666 -8.416267272826277
27 3701 -8.416267272826277
27 3817 -8.416267272826277
27 3861 -8.416267272826277
27 3895 -8.416267272826277
27 3924 -8.416267272826277
27 4181 -8.416267272826277
27 4184 -8.416267272826277
27 4294 -8.416267272826277
27 4356 -7.723120092266331
27 4398 -8.416267272826277
27 4572 -8.416267272826277
27 4698 -8.416267272826277
27 4722 -8.416267272826277
27 4896 -8.416267272826277
27 5082 -8.416267272826277
27 5694 -8.416267272826277
27 5774 -8.416267272826277
27 5813 -8.416267272826277
27 5897 -8.416267272826277
27 6010 -8.416267272826277
27 6055 -8.416267272826277
28 14 -0.152839204229448
28 27 -3.745574797790482
28 29 -3.745574797790482
28 42 -4.844187086458591
28 87 -4.844187086458591
28 219 -4.844187086458591
28 325 -4.844187086458591
28 690 -4.844187086458591
28 1519 -4.844187086458591
28 1554 -4.844187086458591
28 2410 -4.844187086458591
28 3530 -4.844187086458591
28 4808 -4.844187086458591
28 5689 -4.844187086458591
28 6417 -4.844187086458591
29 3 -5.170483995038151
29 14 -2.867898902044106
29 18 -4.071871706370042
29 20 -2.867898902044106
29 22 -5.170483995038151
29 27 -3.224573845982838
29 30 -5.170483995038151
29 35 -5.170483995038151
29 55 -4.477336814478207
29 61 -5.170483995038151
29 64 -5.170483995038151
29 66 -3.561046082604051
29 75 -5.170483995038151
29 79 -5.170483995038151
29 84 -4.071871706370042
29 85 -5.170483995038151
29 95 -4.477336814478207
29 107 -5.170483995038151
29 110 -5.170483995038151
29 115 -5.170483995038151
29 164 -5.170483995038151
29 175 -3.561046082604051
29 196 -5.170483995038151
29 214 -4.071871706370042
29 223 -5.170483995038151
29 250 -4.477336814478207
29 252 -5.170483995038151
29 264 -5.170483995038151
29 266 -5.170483995038151
29 275 -5.170483995038151
29 278 -4.477336814478207
29 303 -4.477336814478207
29 320 -5.170483995038151
29 324 -5.170483995038151
29 362 -5.170483995038151
29 404 -5.170483995038151
29 412 -4.477336814478207
29 424 -5.170483995038151
29 427 -5.170483995038151
29 453 -5.170483995038151
29 498 -4.477336814478207
29 507 -5.170483995038151
29 561 -5.170483995038151
29 601 -5.170483995038151
29 615 -5.170483995038151
29 649 -4.071871706370042
29 656 -5.170483995038151
29 696 -5.170483995038151
29 723 -5.170483995038151
29 747 -5.170483995038151
29 750 -5.170483995038151
29 788 -5.170483995038151
29 807 -5.170483995038151
29 839 -5.170483995038151
29 895 -5.170483995038151
29 935 -5.170483995038151
29 983 -5.170483995038151
29 1103 -5.170483995038151
29 1104 -5.170483995038151
29 1163 -5.170483995038151
29 1165 -5.170483995038151
29 1193 -5.170483995038151
29 1200 -5.170483995038151
29 1218 -5.170483995038151
29 1250 -5.170483995038151
29 1272 -5.170483995038151
29 1314 -5.170483995038151
29 1324 -5.170483995038151
29 1430 -5.170483995038151
29 1469 -5.170483995038151
29 1524 -5.170483995038151
29 1608 -4.477336814478207
29 1609 -5.170483995038151
29 1638 -5.170483995038151
29 1699 -5.170483995038151
29 1700 -5.170483995038151
29 1703 -5.170483995038151
29 1727 -5.170483995038151
29 1804 -5.170483995038151
29 1881 -5.170483995038151
29 1897 -5.170483995038151
29 1909 -4.071871706370042
29 1956 -5.170483995038151
29 2030 -5.170483995038151
29 2216 -5.170483995038151
29 2243 -5.170483995038151
29 2484 -5.170483995038151
29 2521 -5.170483995038151
29 2563 -5.170483995038151
29 2627 -5.170483995038151
29 2668 -5.170483995038151
29 2757 -5.170483995038151
29 2836 -5.170483995038151
29 2846 -5.170483995038151
29 2874 -4.477336814478207
29 2897 -5.170483995038151
29 3053 -5.170483995038151
29 3103 -5.170483995038151
29 3185 -5.170483995038151
29 3224 -5.170483995038151
29 3563 -5.170483995038151
29 3623 -5.170483995038151
29 3658 -5.170483995038151
29 3820 -5.170483995038151
29 3977 -5.170483995038151
29 3992 -5.170483995038151
29 4157 -5.170483995038151
29 4190 -5.170483995038151
29 4258 -5.170483995038151
29 4578 -5.170483995038151
29 4633 -5.170483995038151
29 4788 -5.170483995038151
29 4818 -5.170483995038151
29 5085 -5.170483995038151
29 5217 -5.170483995038151
29 5324 -5.170483995038151
29 5350 -5.170483995038151
29 5351 -5.170483995038151
29 5506 -5.170483995038151
29 5646 -5.170483995038151
29 6047 -4.477336814478207
29 6202 -5.170483995038151
29 6310 -5.170483995038151
29 6411 -5.170483995038151
30 10 -3.931825632724326
30 14 -2.140066163496271
30 15 -3.238678452164380
30 18 -3.931825632724326
30 20 -3.931825632724326
30 27 -3.931825632724326
30 31 -2.833213344056216
30 37 -3.931825632724326
30 66 -1.985915483669012
30 67 -2.545531271604435
30 70 -3.238678452164380
30 75 -3.931825632724326
30 93 -3.931825632724326
30 134 -3.931825632724326
30 142 -3.238678452164380
30 175 -2.833213344056216
30 198 -3.931825632724326
30 207 -2.545531271604435
30 219 -3.931825632724326
30 223 -3.931825632724326
30 224 -3.931825632724326
30 333 -3.931825632724326
30 344 -3.931825632724326
30 346 -3.931825632724326
30 555 -3.238678452164380
30 878 -3.931825632724326
31 0 -8.290543500772740
31 11 -5.651486171157481
31 13 -8.290543500772740
31 17 -5.725594143311203
31 19 -8.290543500772740
31 21 -5.651486171157481
31 22 -7.597396320212795
31 25 -6.904249139652849
31 26 -7.597396320212795
31 29 -5.892648227974369
31 32 -6.093318923436521
31 34 -7.597396320212795
31 39 -4.301559454208466
31 41 -5.346104521606300
31 46 -8.290543500772740
31 47 -8.290543500772740
31 48 -8.290543500772740
31 51 -8.290543500772740
31 54 -6.904249139652849
31 55 -4.247492232938190
31 57 -8.290543500772740
31 60 -8.290543500772740
31 65 -5.892648227974369
31 68 -4.735195439283326
31 72 -6.344633351717427
31 73 -5.805636850984739
31 76 -5.112489670424794
31 87 -7.597396320212795
31 111 -6.498784031544685
31 115 -5.155049284843590
31 118 -6.498784031544685
31 123 -6.498784031544685
31 124 -8.290543500772740
31 126 -5.457330156716524
31 127 -8.290543500772740
31 136 -6.681105588338640
31 138 -4.320251587220619
31 139 -6.093318923436521
31 140 -4.529343385079177
31 141 -8.290543500772740
31 143 -8.290543500772740
31 149 -7.191931212104630
31 151 -8.290543500772740
31 152 -8.290543500772740
31 155 -5.457330156716524
31 164 -7.191931212104630
31 168 -4.626981854643094
31 174 -6.344633351717427
31 178 -6.498784031544685
31 184 -6.904249139652849
31 185 -8.290543500772740
31 186 -5.892648227974369
31 189 -8.290543500772740
31 190 -5.155049284843590
31 191 -5.517954778532959
31 196 -7.597396320212795
31 199 -8.290543500772740
31 202 -8.290543500772740
31 214 -5.987958407778694
31 220 -5.400171742876576
31 222 -8.290543500772740
31 227 -8.290543500772740
31 229 -7.597396320212795
31 230 -6.498784031544685
31 241 -8.290543500772740
31 249 -6.681105588338640
31 251 -7.597396320212795
31 253 -5.246021063049317
31 261 -6.904249139652849
31 268 -6.904249139652849
31 271 -6.498784031544685
31 272 -5.400171742876576
31 273 -7.597396320212795
31 276 -7.191931212104630
31 278 -7.597396320212795
31 279 -7.597396320212795
31 280 -7.597396320212795
31 281 -7.191931212104630
31 282 -8.290543500772740
31 283 -6.904249139652849
31 284 -8.290543500772740
31 288 -5.400171742876576
31 291 -5.987958407778694
31 295 -7.191931212104630
31 297 -8.290543500772740
31 311 -8.290543500772740
31 312 -8.290543500772740
31 317 -7.597396320212795
31 318 -8.290543500772740
31 319 -6.681105588338640
31 322 -8.290543500772740
31 323 -8.290543500772740
31 324 -7.191931212104630
31 331 -5.582493299670530
31 336 -7.191931212104630
31 339 -6.904249139652849
31 342 -8.290543500772740
31 345 -4.529343385079177
31 348 -6.904249139652849
31 351 -5.517954778532959
31 352 -7.191931212104630
31 354 -6.681105588338640
31 355 -7.191931212104630
31 365 -6.498784031544685
31 372 -8.290543500772740
31 373 -8.290543500772740
31 376 -4.652957341046355
31 380 -8.290543500772740
31 384 -8.290543500772740
31 395 -6.344633351717427
31 398 -8.290543500772740
31 400 -7.597396320212795
31 401 -8.290543500772740
31 404 -8.290543500772740
31 406 -6.093318923436521
31 412 -5.987958407778694
31 413 -7.597396320212795
31 417 -5.294811227218749
31 419 -5.987958407778694
31 426 -8.290543500772740
31 427 -8.290543500772740
31 429 -6.498784031544685
31 431 -7.191931212104630
31 433 -6.498784031544685
31 436 -8.290543500772740
31 437 -7.597396320212795
31 438 -8.290543500772740
31 447 -6.344633351717427
31 453 -8.290543500772740
31 459 -8.290543500772740
31 464 -5.400171742876576
31 469 -8.290543500772740
31 470 -4.856556296287594
31 472 -4.923247670786266
31 473 -7.597396320212795
31 476 -8.290543500772740
31 480 -7.597396320212795
31 488 -4.085850881381774
31 490 -8.290543500772740
31 491 -7.597396320212795
31 492 -4.994706634768411
31 497 -5.400171742876576
31 498 -5.294811227218749
31 506 -6.904249139652849
31 507 -6.344633351717427
31 512 -8.290543500772740
31 517 -7.191931212104630
31 519 -7.597396320212795
31 521 -4.419342489864849
31 524 -8.290543500772740
31 526 -8.290543500772740
31 528 -6.904249139652849
31 529 -8.290543500772740
31 530 -5.805636850984739
31 532 -8.290543500772740
31 538 -7.597396320212795
31 540 -8.290543500772740
31 542 -8.290543500772740
31 543 -8.290543500772740
31 545 -7.597396320212795
31 550 -8.290543500772740
31 552 -4.042048258723381
31 554 -6.681105588338640
31 556 -7.597396320212795
31 558 -8.290543500772740
31 559 -7.597396320212795
31 564 -7.597396320212795
31 565 -8.290543500772740
31 570 -6.904249139652849
31 571 -7.597396320212795
31 575 -5.987958407778694
31 578 -6.344633351717427
31 585 -6.498784031544685
31 596 -8.290543500772740
31 597 -6.498784031544685
31 601 -6.344633351717427
31 606 -6.681105588338640
31 608 -7.597396320212795
31 615 -5.400171742876576
31 616 -8.290543500772740
31 621 -5.199501047414424
31 623 -7.597396320212795
31 632 -6.904249139652849
31 635 -8.290543500772740
31 636 -8.290543500772740
31 637 -8.290543500772740
31 638 -8.290543500772740
31 640 -8.290543500772740
31 642 -8.290543500772740
31 646 -5.892648227974369
31 649 -6.344633351717427
31 651 -6.211101959092904
31 657 -6.681105588338640
31 663 -8.290543500772740
31 667 -7.597396320212795
31 671 -8.290543500772740
31 672 -6.904249139652849
31 676 -4.576971434068432
31 682 -5.892648227974369
31 683 -7.597396320212795
31 688 -7.597396320212795
31 690 -8.290543500772740
31 696 -6.681105588338640
31 702 -8.290543500772740
31 703 -4.339299782191313
31 711 -8.290543500772740
31 713 -7.597396320212795
31 716 -8.290543500772740
31 720 -7.597396320212795
31 722 -8.290543500772740
31 723 -6.681105588338640
31 739 -7.597396320212795
31 741 -8.290543500772740
31 746 -7.191931212104630
31 751 -8.290543500772740
31 753 -6.498784031544685
31 755 -7.191931212104630
31 761 -5.112489670424794
31 762 -6.498784031544685
31 764 -8.290543500772740
31 766 -8.290543500772740
31 772 -7.191931212104630
31 779 -4.764182976156579
31 788 -5.517954778532959
31 796 -6.904249139652849
31 798 -6.093318923436521
31 799 -6.498784031544685
31 802 -8.290543500772740
31 807 -8.290543500772740
31 808 -6.498784031544685
31 813 -6.904249139652849
31 816 -8.290543500772740
31 817 -7.597396320212795
31 827 -7.597396320212795
31 828 -8.290543500772740
31 833 -8.290543500772740
31 841 -8.290543500772740
31 842 -8.290543500772740
31 849 -8.290543500772740
31 851 -8.290543500772740
31 859 -8.290543500772740
31 860 -8.290543500772740
31 868 -5.582493299670530
31 870 -7.191931212104630
31 872 -8.290543500772740
31 873 -6.344633351717427
31 875 -8.290543500772740
31 885 -5.805636850984739
31 886 -6.904249139652849
31 888 -6.904249139652849
31 892 -8.290543500772740
31 900 -7.191931212104630
31 907 -8.290543500772740
31 909 -6.681105588338640
31 912 -7.191931212104630
31 913 -8.290543500772740
31 915 -7.191931212104630
31 920 -8.290543500772740
31 924 -7.597396320212795
31 927 -7.597396320212795
31 931 -7.191931212104630
31 937 -7.191931212104630
31 939 -6.211101959092904
31 945 -6.681105588338640
31 952 -6.681105588338640
31 959 -8.290543500772740
31 961 -8.290543500772740
31 965 -8.290543500772740
31 967 -6.681105588338640
31 970 -7.597396320212795
31 973 -8.290543500772740
31 976 -7.191931212104630
31 978 -6.344633351717427
31 981 -5.987958407778694
31 984 -8.290543500772740
31 988 -8.290543500772740
31 990 -6.904249139652849
31 991 -7.597396320212795
31 993 -7.597396320212795
31 995 -8.290543500772740
31 996 -8.290543500772740
31 1002 -6.904249139652849
31 1003 -6.904249139652849
31 1006 -6.904249139652849
31 1007 -8.290543500772740
31 1008 -8.290543500772740
31 1010 -6.344633351717427
31 1011 -7.597396320212795
31 1013 -4.116156230877103
31 1021 -8.290543500772740
31 1022 -8.290543500772740
31 1026 -6.211101959092904
31 1032 -5.987958407778694
31 1033 -8.290543500772740
31 1034 -5.987958407778694
31 1035 -7.597396320212795
31 1040 -6.344633351717427
31 1042 -7.597396320212795
31 1044 -7.597396320212795
